符号：{symbol} 10进：{dec} 16进：{hex} html代码：{html}
符号：ਂ 10进：2562 16进：0A02 html代码：&#2562;
符号：ਃ 10进：2563 16进：0A03 html代码：&#2563;
符号：਄ 10进：2564 16进：0A04 html代码：&#2564;
符号：ਅ 10进：2565 16进：0A05 html代码：&#2565;
符号：ਆ 10进：2566 16进：0A06 html代码：&#2566;
符号：ਇ 10进：2567 16进：0A07 html代码：&#2567;
符号：ਈ 10进：2568 16进：0A08 html代码：&#2568;
符号：ਉ 10进：2569 16进：0A09 html代码：&#2569;
符号：ਊ 10进：2570 16进：0A0A html代码：&#2570;
符号：਋ 10进：2571 16进：0A0B html代码：&#2571;
符号：਌ 10进：2572 16进：0A0C html代码：&#2572;
符号：਍ 10进：2573 16进：0A0D html代码：&#2573;
符号：਎ 10进：2574 16进：0A0E html代码：&#2574;
符号：ਏ 10进：2575 16进：0A0F html代码：&#2575;
符号：ਐ 10进：2576 16进：0A10 html代码：&#2576;
符号：਑ 10进：2577 16进：0A11 html代码：&#2577;
符号：਒ 10进：2578 16进：0A12 html代码：&#2578;
符号：ਓ 10进：2579 16进：0A13 html代码：&#2579;
符号：ਔ 10进：2580 16进：0A14 html代码：&#2580;
符号：ਕ 10进：2581 16进：0A15 html代码：&#2581;
符号：ਖ 10进：2582 16进：0A16 html代码：&#2582;
符号：ਗ 10进：2583 16进：0A17 html代码：&#2583;
符号：ਘ 10进：2584 16进：0A18 html代码：&#2584;
符号：ਙ 10进：2585 16进：0A19 html代码：&#2585;
符号：ਚ 10进：2586 16进：0A1A html代码：&#2586;
符号：ਛ 10进：2587 16进：0A1B html代码：&#2587;
符号：ਜ 10进：2588 16进：0A1C html代码：&#2588;
符号：ਝ 10进：2589 16进：0A1D html代码：&#2589;
符号：ਞ 10进：2590 16进：0A1E html代码：&#2590;
符号：ਟ 10进：2591 16进：0A1F html代码：&#2591;
符号：ਠ 10进：2592 16进：0A20 html代码：&#2592;
符号：ਡ 10进：2593 16进：0A21 html代码：&#2593;
符号：ਢ 10进：2594 16进：0A22 html代码：&#2594;
符号：ਣ 10进：2595 16进：0A23 html代码：&#2595;
符号：ਤ 10进：2596 16进：0A24 html代码：&#2596;
符号：ਥ 10进：2597 16进：0A25 html代码：&#2597;
符号：ਦ 10进：2598 16进：0A26 html代码：&#2598;
符号：ਧ 10进：2599 16进：0A27 html代码：&#2599;
符号：ਨ 10进：2600 16进：0A28 html代码：&#2600;
符号：਩ 10进：2601 16进：0A29 html代码：&#2601;
符号：ਪ 10进：2602 16进：0A2A html代码：&#2602;
符号：ਫ 10进：2603 16进：0A2B html代码：&#2603;
符号：ਬ 10进：2604 16进：0A2C html代码：&#2604;
符号：ਭ 10进：2605 16进：0A2D html代码：&#2605;
符号：ਮ 10进：2606 16进：0A2E html代码：&#2606;
符号：ਯ 10进：2607 16进：0A2F html代码：&#2607;
符号：ਰ 10进：2608 16进：0A30 html代码：&#2608;
符号：਱ 10进：2609 16进：0A31 html代码：&#2609;
符号：ਲ 10进：2610 16进：0A32 html代码：&#2610;
符号：ਲ਼ 10进：2611 16进：0A33 html代码：&#2611;
符号：਴ 10进：2612 16进：0A34 html代码：&#2612;
符号：ਵ 10进：2613 16进：0A35 html代码：&#2613;
符号：ਸ਼ 10进：2614 16进：0A36 html代码：&#2614;
符号：਷ 10进：2615 16进：0A37 html代码：&#2615;
符号：ਸ 10进：2616 16进：0A38 html代码：&#2616;
符号：ਹ 10进：2617 16进：0A39 html代码：&#2617;
符号：਺ 10进：2618 16进：0A3A html代码：&#2618;
符号：਻ 10进：2619 16进：0A3B html代码：&#2619;
符号：਼ 10进：2620 16进：0A3C html代码：&#2620;
符号：਽ 10进：2621 16进：0A3D html代码：&#2621;
符号：ਾ 10进：2622 16进：0A3E html代码：&#2622;
符号：ਿ 10进：2623 16进：0A3F html代码：&#2623;
符号：ੀ 10进：2624 16进：0A40 html代码：&#2624;
符号：ੁ 10进：2625 16进：0A41 html代码：&#2625;
符号：ੂ 10进：2626 16进：0A42 html代码：&#2626;
符号：੃ 10进：2627 16进：0A43 html代码：&#2627;
符号：੄ 10进：2628 16进：0A44 html代码：&#2628;
符号：੅ 10进：2629 16进：0A45 html代码：&#2629;
符号：੆ 10进：2630 16进：0A46 html代码：&#2630;
符号：ੇ 10进：2631 16进：0A47 html代码：&#2631;
符号：ੈ 10进：2632 16进：0A48 html代码：&#2632;
符号：੉ 10进：2633 16进：0A49 html代码：&#2633;
符号：੊ 10进：2634 16进：0A4A html代码：&#2634;
符号：ੋ 10进：2635 16进：0A4B html代码：&#2635;
符号：ੌ 10进：2636 16进：0A4C html代码：&#2636;
符号：੍ 10进：2637 16进：0A4D html代码：&#2637;
符号：੎ 10进：2638 16进：0A4E html代码：&#2638;
符号：੏ 10进：2639 16进：0A4F html代码：&#2639;
符号：੐ 10进：2640 16进：0A50 html代码：&#2640;
符号：ੑ 10进：2641 16进：0A51 html代码：&#2641;
符号：੒ 10进：2642 16进：0A52 html代码：&#2642;
符号：੓ 10进：2643 16进：0A53 html代码：&#2643;
符号：੔ 10进：2644 16进：0A54 html代码：&#2644;
符号：੕ 10进：2645 16进：0A55 html代码：&#2645;
符号：੖ 10进：2646 16进：0A56 html代码：&#2646;
符号：੗ 10进：2647 16进：0A57 html代码：&#2647;
符号：੘ 10进：2648 16进：0A58 html代码：&#2648;
符号：ਖ਼ 10进：2649 16进：0A59 html代码：&#2649;
符号：ਗ਼ 10进：2650 16进：0A5A html代码：&#2650;
符号：ਜ਼ 10进：2651 16进：0A5B html代码：&#2651;
符号：ੜ 10进：2652 16进：0A5C html代码：&#2652;
符号：੝ 10进：2653 16进：0A5D html代码：&#2653;
符号：ਫ਼ 10进：2654 16进：0A5E html代码：&#2654;
符号：੟ 10进：2655 16进：0A5F html代码：&#2655;
符号：੠ 10进：2656 16进：0A60 html代码：&#2656;
符号：੡ 10进：2657 16进：0A61 html代码：&#2657;
符号：੢ 10进：2658 16进：0A62 html代码：&#2658;
符号：੣ 10进：2659 16进：0A63 html代码：&#2659;
符号：੤ 10进：2660 16进：0A64 html代码：&#2660;
符号：੥ 10进：2661 16进：0A65 html代码：&#2661;
符号：੦ 10进：2662 16进：0A66 html代码：&#2662;
符号：੧ 10进：2663 16进：0A67 html代码：&#2663;
符号：੨ 10进：2664 16进：0A68 html代码：&#2664;
符号：੩ 10进：2665 16进：0A69 html代码：&#2665;
符号：੪ 10进：2666 16进：0A6A html代码：&#2666;
符号：੫ 10进：2667 16进：0A6B html代码：&#2667;
符号：੬ 10进：2668 16进：0A6C html代码：&#2668;
符号：੭ 10进：2669 16进：0A6D html代码：&#2669;
符号：੮ 10进：2670 16进：0A6E html代码：&#2670;
符号：੯ 10进：2671 16进：0A6F html代码：&#2671;
符号：ੰ 10进：2672 16进：0A70 html代码：&#2672;
符号：ੱ 10进：2673 16进：0A71 html代码：&#2673;
符号：ੲ 10进：2674 16进：0A72 html代码：&#2674;
符号：ੳ 10进：2675 16进：0A73 html代码：&#2675;
符号：ੴ 10进：2676 16进：0A74 html代码：&#2676;
符号：ੵ 10进：2677 16进：0A75 html代码：&#2677;
符号：੶ 10进：2678 16进：0A76 html代码：&#2678;
符号：੷ 10进：2679 16进：0A77 html代码：&#2679;
符号：੸ 10进：2680 16进：0A78 html代码：&#2680;
符号：੹ 10进：2681 16进：0A79 html代码：&#2681;
符号：੺ 10进：2682 16进：0A7A html代码：&#2682;
符号：੻ 10进：2683 16进：0A7B html代码：&#2683;
符号：੼ 10进：2684 16进：0A7C html代码：&#2684;
符号：੽ 10进：2685 16进：0A7D html代码：&#2685;
符号：੾ 10进：2686 16进：0A7E html代码：&#2686;
符号：੿ 10进：2687 16进：0A7F html代码：&#2687;
符号：઀ 10进：2688 16进：0A80 html代码：&#2688;
符号：ઁ 10进：2689 16进：0A81 html代码：&#2689;
符号：ં 10进：2690 16进：0A82 html代码：&#2690;
符号：ઃ 10进：2691 16进：0A83 html代码：&#2691;
符号：઄ 10进：2692 16进：0A84 html代码：&#2692;
符号：અ 10进：2693 16进：0A85 html代码：&#2693;
符号：આ 10进：2694 16进：0A86 html代码：&#2694;
符号：ઇ 10进：2695 16进：0A87 html代码：&#2695;
符号：ઈ 10进：2696 16进：0A88 html代码：&#2696;
符号：ઉ 10进：2697 16进：0A89 html代码：&#2697;
符号：ઊ 10进：2698 16进：0A8A html代码：&#2698;
符号：ઋ 10进：2699 16进：0A8B html代码：&#2699;
符号：ઌ 10进：2700 16进：0A8C html代码：&#2700;
符号：ઍ 10进：2701 16进：0A8D html代码：&#2701;
符号：઎ 10进：2702 16进：0A8E html代码：&#2702;
符号：એ 10进：2703 16进：0A8F html代码：&#2703;
符号：ઐ 10进：2704 16进：0A90 html代码：&#2704;
符号：ઑ 10进：2705 16进：0A91 html代码：&#2705;
符号：઒ 10进：2706 16进：0A92 html代码：&#2706;
符号：ઓ 10进：2707 16进：0A93 html代码：&#2707;
符号：ઔ 10进：2708 16进：0A94 html代码：&#2708;
符号：ક 10进：2709 16进：0A95 html代码：&#2709;
符号：ખ 10进：2710 16进：0A96 html代码：&#2710;
符号：ગ 10进：2711 16进：0A97 html代码：&#2711;
符号：ઘ 10进：2712 16进：0A98 html代码：&#2712;
符号：ઙ 10进：2713 16进：0A99 html代码：&#2713;
符号：ચ 10进：2714 16进：0A9A html代码：&#2714;
符号：છ 10进：2715 16进：0A9B html代码：&#2715;
符号：જ 10进：2716 16进：0A9C html代码：&#2716;
符号：ઝ 10进：2717 16进：0A9D html代码：&#2717;
符号：ઞ 10进：2718 16进：0A9E html代码：&#2718;
符号：ટ 10进：2719 16进：0A9F html代码：&#2719;
符号：ઠ 10进：2720 16进：0AA0 html代码：&#2720;
符号：ડ 10进：2721 16进：0AA1 html代码：&#2721;
符号：ઢ 10进：2722 16进：0AA2 html代码：&#2722;
符号：ણ 10进：2723 16进：0AA3 html代码：&#2723;
符号：ત 10进：2724 16进：0AA4 html代码：&#2724;
符号：થ 10进：2725 16进：0AA5 html代码：&#2725;
符号：દ 10进：2726 16进：0AA6 html代码：&#2726;
符号：ધ 10进：2727 16进：0AA7 html代码：&#2727;
符号：ન 10进：2728 16进：0AA8 html代码：&#2728;
符号：઩ 10进：2729 16进：0AA9 html代码：&#2729;
符号：પ 10进：2730 16进：0AAA html代码：&#2730;
符号：ફ 10进：2731 16进：0AAB html代码：&#2731;
符号：બ 10进：2732 16进：0AAC html代码：&#2732;
符号：ભ 10进：2733 16进：0AAD html代码：&#2733;
符号：મ 10进：2734 16进：0AAE html代码：&#2734;
符号：ય 10进：2735 16进：0AAF html代码：&#2735;
符号：ર 10进：2736 16进：0AB0 html代码：&#2736;
符号：઱ 10进：2737 16进：0AB1 html代码：&#2737;
符号：લ 10进：2738 16进：0AB2 html代码：&#2738;
符号：ળ 10进：2739 16进：0AB3 html代码：&#2739;
符号：઴ 10进：2740 16进：0AB4 html代码：&#2740;
符号：વ 10进：2741 16进：0AB5 html代码：&#2741;
符号：શ 10进：2742 16进：0AB6 html代码：&#2742;
符号：ષ 10进：2743 16进：0AB7 html代码：&#2743;
符号：સ 10进：2744 16进：0AB8 html代码：&#2744;
符号：હ 10进：2745 16进：0AB9 html代码：&#2745;
符号：઺ 10进：2746 16进：0ABA html代码：&#2746;
符号：઻ 10进：2747 16进：0ABB html代码：&#2747;
符号：઼ 10进：2748 16进：0ABC html代码：&#2748;
符号：ઽ 10进：2749 16进：0ABD html代码：&#2749;
符号：ા 10进：2750 16进：0ABE html代码：&#2750;
符号：િ 10进：2751 16进：0ABF html代码：&#2751;
符号：ી 10进：2752 16进：0AC0 html代码：&#2752;
符号：ુ 10进：2753 16进：0AC1 html代码：&#2753;
符号：ૂ 10进：2754 16进：0AC2 html代码：&#2754;
符号：ૃ 10进：2755 16进：0AC3 html代码：&#2755;
符号：ૄ 10进：2756 16进：0AC4 html代码：&#2756;
符号：ૅ 10进：2757 16进：0AC5 html代码：&#2757;
符号：૆ 10进：2758 16进：0AC6 html代码：&#2758;
符号：ે 10进：2759 16进：0AC7 html代码：&#2759;
符号：ૈ 10进：2760 16进：0AC8 html代码：&#2760;
符号：ૉ 10进：2761 16进：0AC9 html代码：&#2761;
符号：૊ 10进：2762 16进：0ACA html代码：&#2762;
符号：ો 10进：2763 16进：0ACB html代码：&#2763;
符号：ૌ 10进：2764 16进：0ACC html代码：&#2764;
符号：્ 10进：2765 16进：0ACD html代码：&#2765;
符号：૎ 10进：2766 16进：0ACE html代码：&#2766;
符号：૏ 10进：2767 16进：0ACF html代码：&#2767;
符号：ૐ 10进：2768 16进：0AD0 html代码：&#2768;
符号：૑ 10进：2769 16进：0AD1 html代码：&#2769;
符号：૒ 10进：2770 16进：0AD2 html代码：&#2770;
符号：૓ 10进：2771 16进：0AD3 html代码：&#2771;
符号：૔ 10进：2772 16进：0AD4 html代码：&#2772;
符号：૕ 10进：2773 16进：0AD5 html代码：&#2773;
符号：૖ 10进：2774 16进：0AD6 html代码：&#2774;
符号：૗ 10进：2775 16进：0AD7 html代码：&#2775;
符号：૘ 10进：2776 16进：0AD8 html代码：&#2776;
符号：૙ 10进：2777 16进：0AD9 html代码：&#2777;
符号：૚ 10进：2778 16进：0ADA html代码：&#2778;
符号：૛ 10进：2779 16进：0ADB html代码：&#2779;
符号：૜ 10进：2780 16进：0ADC html代码：&#2780;
符号：૝ 10进：2781 16进：0ADD html代码：&#2781;
符号：૞ 10进：2782 16进：0ADE html代码：&#2782;
符号：૟ 10进：2783 16进：0ADF html代码：&#2783;
符号：ૠ 10进：2784 16进：0AE0 html代码：&#2784;
符号：ૡ 10进：2785 16进：0AE1 html代码：&#2785;
符号：ૢ 10进：2786 16进：0AE2 html代码：&#2786;
符号：ૣ 10进：2787 16进：0AE3 html代码：&#2787;
符号：૤ 10进：2788 16进：0AE4 html代码：&#2788;
符号：૥ 10进：2789 16进：0AE5 html代码：&#2789;
符号：૦ 10进：2790 16进：0AE6 html代码：&#2790;
符号：૧ 10进：2791 16进：0AE7 html代码：&#2791;
符号：૨ 10进：2792 16进：0AE8 html代码：&#2792;
符号：૩ 10进：2793 16进：0AE9 html代码：&#2793;
符号：૪ 10进：2794 16进：0AEA html代码：&#2794;
符号：૫ 10进：2795 16进：0AEB html代码：&#2795;
符号：૬ 10进：2796 16进：0AEC html代码：&#2796;
符号：૭ 10进：2797 16进：0AED html代码：&#2797;
符号：૮ 10进：2798 16进：0AEE html代码：&#2798;
符号：૯ 10进：2799 16进：0AEF html代码：&#2799;
符号：૰ 10进：2800 16进：0AF0 html代码：&#2800;
符号：૱ 10进：2801 16进：0AF1 html代码：&#2801;
符号：૲ 10进：2802 16进：0AF2 html代码：&#2802;
符号：૳ 10进：2803 16进：0AF3 html代码：&#2803;
符号：૴ 10进：2804 16进：0AF4 html代码：&#2804;
符号：૵ 10进：2805 16进：0AF5 html代码：&#2805;
符号：૶ 10进：2806 16进：0AF6 html代码：&#2806;
符号：૷ 10进：2807 16进：0AF7 html代码：&#2807;
符号：૸ 10进：2808 16进：0AF8 html代码：&#2808;
符号：ૹ 10进：2809 16进：0AF9 html代码：&#2809;
符号：ૺ 10进：2810 16进：0AFA html代码：&#2810;
符号：ૻ 10进：2811 16进：0AFB html代码：&#2811;
符号：ૼ 10进：2812 16进：0AFC html代码：&#2812;
符号：૽ 10进：2813 16进：0AFD html代码：&#2813;
符号：૾ 10进：2814 16进：0AFE html代码：&#2814;
符号：૿ 10进：2815 16进：0AFF html代码：&#2815;
符号：଀ 10进：2816 16进：0B00 html代码：&#2816;
符号：ଁ 10进：2817 16进：0B01 html代码：&#2817;
符号：ଂ 10进：2818 16进：0B02 html代码：&#2818;
符号：ଃ 10进：2819 16进：0B03 html代码：&#2819;
符号：଄ 10进：2820 16进：0B04 html代码：&#2820;
符号：ଅ 10进：2821 16进：0B05 html代码：&#2821;
符号：ଆ 10进：2822 16进：0B06 html代码：&#2822;
符号：ଇ 10进：2823 16进：0B07 html代码：&#2823;
符号：ଈ 10进：2824 16进：0B08 html代码：&#2824;
符号：ଉ 10进：2825 16进：0B09 html代码：&#2825;
符号：ଊ 10进：2826 16进：0B0A html代码：&#2826;
符号：ଋ 10进：2827 16进：0B0B html代码：&#2827;
符号：ଌ 10进：2828 16进：0B0C html代码：&#2828;
符号：଍ 10进：2829 16进：0B0D html代码：&#2829;
